solvent,solute,temperature
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC(C(O)=C1)=CC2=C1C(C)(C)OC3=C2C(O)=CC(CCCCC)=C3,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC(C(O)=C1)=CC2=C1C(C)(C)OC3=C2C(O)=CC(CCCCC)=C3,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC(C(O)=C1)=CC2=C1C(C)(C)OC3=C2C(O)=CC(CCCCC)=C3,323.15
CCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CO,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CO,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CO,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CC(C)O,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CC(C)O,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CC(C)O,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CC#N,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CC#N,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CC#N,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
c1ccccc1,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
c1ccccc1,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
c1ccccc1,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
FC(F)C(F)(F)F,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
FC(F)C(F)(F)F,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
FC(F)C(F)(F)F,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CS(=O)C,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CS(=O)C,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CS(=O)C,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(O)=C([C@H]2[C@H](C(C)=C)CCC(C)=C2)C(O)=C1,323.15
CCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CO,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CO,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CO,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CC(C)O,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CC(C)O,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CC(C)O,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CC#N,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CC#N,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CC#N,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
c1ccccc1,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
c1ccccc1,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
c1ccccc1,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
FC(F)C(F)(F)F,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
FC(F)C(F)(F)F,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
FC(F)C(F)(F)F,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CS(=O)C,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CS(=O)C,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CS(=O)C,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,NS(=O)(=O)c1nnc(s1)NC(=O)C,323.15
CCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CO,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CO,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CO,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CC(C)O,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CC(C)O,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CC(C)O,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CC#N,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CC#N,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CC#N,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
c1ccccc1,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
c1ccccc1,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
c1ccccc1,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
FC(F)C(F)(F)F,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
FC(F)C(F)(F)F,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
FC(F)C(F)(F)F,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CS(=O)C,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CS(=O)C,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CS(=O)C,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,COC1=CC2=C(NC=C2CCNC(=O)C)C=C1,323.15
CCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CO,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CO,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CO,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CC(C)O,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CC(C)O,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CC(C)O,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CC#N,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CC#N,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CC#N,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
c1ccccc1,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
c1ccccc1,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
c1ccccc1,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
FC(F)C(F)(F)F,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
FC(F)C(F)(F)F,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
FC(F)C(F)(F)F,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CS(=O)C,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CS(=O)C,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CS(=O)C,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(O)=C(C/C=C(C)/CC/C=C(C)\C)C(O)=C1,323.15
CCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CO,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CO,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CO,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CC(C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CC(C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CC(C)O,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CC#N,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
