solvent,solute,temperature
CC#N,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CC#N,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
c1ccccc1,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
c1ccccc1,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
c1ccccc1,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
FC(F)C(F)(F)F,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
FC(F)C(F)(F)F,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
FC(F)C(F)(F)F,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CS(=O)C,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CS(=O)C,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CS(=O)C,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O,323.15
CCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CO,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CO,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CO,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CC(C)O,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CC(C)O,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CC(C)O,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CC#N,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CC#N,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CC#N,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
c1ccccc1,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
c1ccccc1,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
c1ccccc1,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
FC(F)C(F)(F)F,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
FC(F)C(F)(F)F,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
FC(F)C(F)(F)F,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CS(=O)C,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CS(=O)C,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CS(=O)C,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CCCCCC1=CC2=C([C@@H]3C=C(CC[C@H]3C(O2)(C)C)C)C(=C1C(=O)O)O,323.15
CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CO,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CO,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CO,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CC(C)O,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CC(C)O,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CC(C)O,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CC#N,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CC#N,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CC#N,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
c1ccccc1,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
c1ccccc1,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
c1ccccc1,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
FC(F)C(F)(F)F,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
FC(F)C(F)(F)F,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
FC(F)C(F)(F)F,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CS(=O)C,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CS(=O)C,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CS(=O)C,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
C(COC(=O)CCCCCCCCCCC)(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,CC1(C)[C@@@]2([H])[C@]([C@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CO,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CO,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CO,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CC(C)O,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CC(C)O,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CC(C)O,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CC#N,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CC#N,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CC#N,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
c1ccccc1,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
c1ccccc1,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
c1ccccc1,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
FC(F)C(F)(F)F,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
FC(F)C(F)(F)F,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
FC(F)C(F)(F)F,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
CS(=O)C,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
CS(=O)C,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,298.15
CS(=O)C,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,323.15
C(COC(=O)CCCCCCC)(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CC1(C)[C@@@]2([H])[C@]([C@@H](C)CC2)([H])C3=C(C=C(CCCCC)C(C(O)=O)=C3O)O1,273.15
